latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
28.93319,-97.86022,347.09,0.36,0.57,2026-08-30,1902,N20,nominal,2.0NRT,300.07,9.62,D
28.93396,-97.86081,344.88,0.36,0.57,2026-08-30,1902,N20,nominal,2.0NRT,300.24,6.61,D
29.83442,-93.96502,338.05,0.41,0.45,2026-08-30,1902,N20,nominal,2.0NRT,302.11,3.59,D
29.97457,-93.42661,333.03,0.57,0.43,2026-08-30,1902,N20,nominal,2.0NRT,297.26,5.39,D
29.98624,-93.42964,333.09,0.57,0.43,2026-08-30,1902,N20,nominal,2.0NRT,296.99,5.07,D
30.93922,-88.01441,339.23,0.38,0.36,2026-08-30,1902,N20,nominal,2.0NRT,292.3,4.48,D
30.81073,-89.01702,329.65,0.39,0.36,2026-08-30,1902,N20,nominal,2.0NRT,291.64,2.59,D
29.7859,-94.88877,332.3,0.46,0.47,2026-08-30,1902,N20,low,2.0NRT,304.49,5.77,D
30.58227,-91.24178,330.62,0.44,0.39,2026-08-30,1902,N20,low,2.0NRT,301.22,3.84,D
28.96952,-98.91125,337.86,0.41,0.61,2026-08-30,1902,N20,nominal,2.0NRT,302.46,4.64,D
30.34538,-92.65868,330.09,0.51,0.41,2026-08-30,1902,N20,low,2.0NRT,301.09,3.42,D
31.14752,-87.98663,338.22,0.38,0.36,2026-08-30,1902,N20,nominal,2.0NRT,305.44,6.17,D
31.15081,-87.9873,332.09,0.38,0.36,2026-08-30,1902,N20,low,2.0NRT,303.85,7.87,D
31.1553,-87.97998,336.86,0.38,0.36,2026-08-30,1902,N20,nominal,2.0NRT,304.65,7,D
30.44833,-92.32697,335.52,0.49,0.4,2026-08-30,1902,N20,nominal,2.0NRT,306.41,3.09,D
29.14244,-98.77247,338.55,0.4,0.6,2026-08-30,1902,N20,nominal,2.0NRT,299.64,3.36,D
29.1436,-98.77251,335.45,0.4,0.6,2026-08-30,1902,N20,nominal,2.0NRT,299.69,4.06,D
30.21305,-95.36766,338.52,0.48,0.48,2026-08-30,1902,N20,nominal,2.0NRT,302.21,3.48,D
30.88,-92.0402,345.51,0.47,0.4,2026-08-30,1902,N20,nominal,2.0NRT,303.15,10.82,D
31.44417,-89.08391,331.63,0.39,0.36,2026-08-30,1902,N20,nominal,2.0NRT,300.4,4.27,D
31.29302,-90.04961,330.65,0.4,0.37,2026-08-30,1902,N20,nominal,2.0NRT,296.72,1.85,D
31.37791,-90.19397,343.7,0.4,0.37,2026-08-30,1902,N20,nominal,2.0NRT,303.02,15.51,D
31.06512,-92.79218,333.16,0.51,0.41,2026-08-30,1902,N20,nominal,2.0NRT,301.67,27.52,D
31.06413,-92.79737,340.35,0.51,0.41,2026-08-30,1902,N20,nominal,2.0NRT,302.06,27.52,D
31.06882,-92.79313,335.86,0.51,0.41,2026-08-30,1902,N20,nominal,2.0NRT,304.83,27.52,D
31.06783,-92.79832,342,0.51,0.41,2026-08-30,1902,N20,nominal,2.0NRT,310.54,27.52,D
31.06685,-92.80351,350.81,0.51,0.41,2026-08-30,1902,N20,nominal,2.0NRT,310.28,41.36,D
31.07252,-92.79408,344.34,0.51,0.41,2026-08-30,1902,N20,nominal,2.0NRT,308.29,36.61,D
31.07154,-92.79928,349.51,0.51,0.41,2026-08-30,1902,N20,nominal,2.0NRT,306.9,36.61,D
31.07055,-92.80447,347.61,0.51,0.41,2026-08-30,1902,N20,nominal,2.0NRT,306.83,33.22,D
31.07621,-92.79503,344.19,0.51,0.41,2026-08-30,1902,N20,nominal,2.0NRT,308.66,36.61,D
31.07523,-92.80022,352.56,0.51,0.41,2026-08-30,1902,N20,nominal,2.0NRT,308.25,36.61,D
31.36651,-92.41663,335.04,0.48,0.4,2026-08-30,1902,N20,nominal,2.0NRT,309.6,2.88,D
32.83087,-82.90376,342.14,0.39,0.44,2026-08-30,1902,N20,nominal,2.0NRT,297.66,6.58,D
32.2185,-88.03142,332.38,0.39,0.36,2026-08-30,1902,N20,low,2.0NRT,306.23,3.51,D
31.37747,-93.28998,335.32,0.53,0.42,2026-08-30,1902,N20,nominal,2.0NRT,300.15,5.44,D
30.153,-100.32352,331.75,0.47,0.64,2026-08-30,1902,N20,low,2.0NRT,304.95,4.64,D
30.17585,-100.30616,330,0.47,0.64,2026-08-30,1902,N20,low,2.0NRT,304.38,2.04,D
30.18503,-100.29417,330.36,0.46,0.64,2026-08-30,1902,N20,low,2.0NRT,303.52,3.52,D
30.18387,-100.29874,348.54,0.47,0.64,2026-08-30,1902,N20,nominal,2.0NRT,306.64,3.52,D
30.19068,-100.29606,339.42,0.46,0.64,2026-08-30,1902,N20,nominal,2.0NRT,304.11,3.52,D
30.18953,-100.30058,331.51,0.47,0.64,2026-08-30,1902,N20,low,2.0NRT,304.59,3.52,D
30.31674,-99.81845,336.34,0.43,0.62,2026-08-30,1902,N20,nominal,2.0NRT,305.23,7.29,D
30.31564,-99.82288,342.65,0.43,0.62,2026-08-30,1902,N20,nominal,2.0NRT,306.31,5.49,D
30.19514,-100.30264,335.34,0.47,0.64,2026-08-30,1902,N20,nominal,2.0NRT,302.33,2,D
30.32113,-99.82471,338.7,0.43,0.62,2026-08-30,1902,N20,nominal,2.0NRT,305.02,5.49,D
30.31967,-99.82182,350.6,0.43,0.62,2026-08-30,1902,N20,nominal,2.0NRT,306.56,6.42,D
30.31855,-99.8262,342.72,0.43,0.62,2026-08-30,1902,N20,nominal,2.0NRT,306.34,6.42,D
32.97553,-86.34716,332.75,0.42,0.37,2026-08-30,1902,N20,nominal,2.0NRT,297.36,1.34,D
32.14426,-92.03944,333.87,0.45,0.39,2026-08-30,1902,N20,low,2.0NRT,307.4,14.61,D
32.69681,-88.91491,335.02,0.38,0.36,2026-08-30,1902,N20,nominal,2.0NRT,301.25,2.56,D
33.21632,-86.78974,331.05,0.41,0.37,2026-08-30,1902,N20,low,2.0NRT,303.58,3.39,D
31.22825,-97.77497,336.63,0.63,0.54,2026-08-30,1902,N20,low,2.0NRT,307.03,8.54,D
31.23309,-97.77641,346.08,0.63,0.54,2026-08-30,1902,N20,nominal,2.0NRT,308.67,8.54,D
33.2355,-87.50715,332.72,0.39,0.36,2026-08-30,1902,N20,nominal,2.0NRT,300.34,2.69,D
33.09553,-88.53279,330.68,0.38,0.36,2026-08-30,1902,N20,nominal,2.0NRT,296.88,2.8,D
32.65276,-91.54398,340.33,0.43,0.38,2026-08-30,1902,N20,nominal,2.0NRT,305.35,3.64,D
33.30249,-87.82097,331.31,0.39,0.36,2026-08-30,1902,N20,nominal,2.0NRT,299.44,7.26,D
33.3627,-87.78185,333.38,0.39,0.36,2026-08-30,1902,N20,nominal,2.0NRT,301.65,7.32,D
33.43672,-88.56977,332.36,0.38,0.36,2026-08-30,1902,N20,low,2.0NRT,305.18,3.16,D
33.44,-88.57047,340.6,0.38,0.36,2026-08-30,1902,N20,nominal,2.0NRT,305.88,3.16,D
34.44299,-81.89735,336.05,0.46,0.47,2026-08-30,1902,N20,nominal,2.0NRT,293.71,4.65,D
33.56509,-89.02396,336.71,0.38,0.36,2026-08-30,1902,N20,nominal,2.0NRT,298.76,21.74,D
33.63041,-89.78098,331.84,0.39,0.36,2026-08-30,1902,N20,nominal,2.0NRT,299.59,5,D
33.51992,-91.36931,353.81,0.42,0.37,2026-08-30,1902,N20,nominal,2.0NRT,312.56,18.26,D
33.51916,-91.37373,337.57,0.42,0.37,2026-08-30,1902,N20,low,2.0NRT,312.03,9.39,D
33.52332,-91.37016,338.97,0.42,0.37,2026-08-30,1902,N20,low,2.0NRT,309.2,6.88,D
31.45793,-101.5986,332.05,0.51,0.66,2026-08-30,1902,N20,low,2.0NRT,303.86,1.67,D
33.83181,-90.69939,336.79,0.4,0.37,2026-08-30,1902,N20,nominal,2.0NRT,300.52,2.12,D
34.43901,-87.99045,344.04,0.39,0.36,2026-08-30,1902,N20,nominal,2.0NRT,302.21,7.03,D
31.62178,-101.81593,335.02,0.52,0.67,2026-08-30,1902,N20,low,2.0NRT,305.17,1.26,D
34.63762,-87.08292,336.97,0.41,0.37,2026-08-30,1902,N20,nominal,2.0NRT,298.46,2.77,D
34.01624,-91.54171,339.98,0.42,0.37,2026-08-30,1902,N20,low,2.0NRT,311.96,3.94,D
34.01546,-91.54615,342.39,0.42,0.37,2026-08-30,1902,N20,nominal,2.0NRT,312.06,12.69,D
31.35641,-103.22611,339.58,0.64,0.72,2026-08-30,1902,N20,nominal,2.0NRT,305.13,6.17,D
34.73853,-87.84422,330.01,0.4,0.37,2026-08-30,1902,N20,low,2.0NRT,302.56,2.98,D
32.85159,-98.2758,354.84,0.61,0.54,2026-08-30,1902,N20,nominal,2.0NRT,307.66,15.72,D
34.47963,-90.39678,353.07,0.39,0.36,2026-08-30,1904,N20,nominal,2.0NRT,306.03,40.39,D
34.73306,-88.86292,333.19,0.39,0.36,2026-08-30,1904,N20,nominal,2.0NRT,303.33,11.66,D
34.84782,-88.31257,331.29,0.39,0.36,2026-08-30,1904,N20,nominal,2.0NRT,298.38,2.84,D
34.84793,-91.07906,345.22,0.4,0.37,2026-08-30,1904,N20,nominal,2.0NRT,314.17,6.69,D
44.67007,-95.70341,333.05,0.42,0.38,2026-08-30,1906,N20,nominal,2.0NRT,296.83,7.28,D
33.47299,-97.92708,342.38,0.57,0.52,2026-08-30,1904,N20,nominal,2.0NRT,306.11,30.63,D
33.47161,-97.93298,341.57,0.57,0.52,2026-08-30,1904,N20,low,2.0NRT,314.95,66.89,D
42.68269,-111.58788,332.74,0.79,0.78,2026-08-30,1906,N20,nominal,2.0NRT,296.01,9.18,D
35.04592,-90.16463,336.59,0.39,0.36,2026-08-30,1904,N20,low,2.0NRT,307,4.66,D
34.55601,-93.03614,337.4,0.46,0.39,2026-08-30,1904,N20,nominal,2.0NRT,305.34,3.6,D
35.97861,-83.95396,329.4,0.56,0.43,2026-08-30,1904,N20,low,2.0NRT,303.14,6.48,D
36.0966,-83.05863,330.85,0.41,0.45,2026-08-30,1904,N20,nominal,2.0NRT,297.3,2.11,D
34.49075,-95.299,340.04,0.39,0.44,2026-08-30,1904,N20,nominal,2.0NRT,303.53,25.05,D
46.13223,-113.90833,334.81,0.76,0.77,2026-08-30,1908,N20,nominal,2.0NRT,287.93,7.21,D
34.48989,-95.30309,345.83,0.39,0.44,2026-08-30,1904,N20,nominal,2.0NRT,303.71,25.05,D
46.13147,-113.90704,335.96,0.76,0.77,2026-08-30,1908,N20,nominal,2.0NRT,288.33,8.95,D
34.49385,-95.30415,348.16,0.39,0.44,2026-08-30,1904,N20,nominal,2.0NRT,314.11,25.05,D
34.493,-95.30825,346.07,0.39,0.44,2026-08-30,1904,N20,nominal,2.0NRT,313.48,53.83,D
35.10227,-92.34347,337,0.43,0.38,2026-08-30,1904,N20,nominal,2.0NRT,305.06,2.81,D
35.99038,-86.57037,330.78,0.43,0.38,2026-08-30,1904,N20,low,2.0NRT,305.26,4.48,D
35.72673,-88.80945,336.73,0.39,0.36,2026-08-30,1904,N20,low,2.0NRT,307.97,4.66,D
36.22282,-85.17689,330.04,0.49,0.41,2026-08-30,1904,N20,low,2.0NRT,300.19,2.43,D
35.60911,-89.94502,341.08,0.38,0.36,2026-08-30,1904,N20,nominal,2.0NRT,309.57,10.49,D
35.64845,-89.93249,336.77,0.38,0.36,2026-08-30,1904,N20,low,2.0NRT,309.74,6.25,D
35.78708,-89.91942,350.77,0.38,0.36,2026-08-30,1904,N20,nominal,2.0NRT,310.86,7.39,D
35.78511,-89.93204,341.88,0.38,0.36,2026-08-30,1904,N20,low,2.0NRT,315.38,23.41,D
18.36,-71.71415,331.25,0.65,0.73,2026-08-30,1858,N20,nominal,2.0NRT,293.53,7.33,D
18.36688,-71.71291,345.75,0.65,0.73,2026-08-30,1858,N20,nominal,2.0NRT,294.3,7.33,D
35.79036,-89.92018,343.6,0.38,0.36,2026-08-30,1904,N20,low,2.0NRT,318.1,48.68,D
18.36616,-71.72121,336.58,0.65,0.73,2026-08-30,1858,N20,nominal,2.0NRT,294.97,18.47,D
36.22162,-87.41607,332.62,0.41,0.37,2026-08-30,1904,N20,nominal,2.0NRT,298.37,2.66,D
17.9956,-76.54604,336.04,0.62,0.54,2026-08-30,1858,N20,nominal,2.0NRT,297.23,12.52,D
35.88987,-89.78211,338.43,0.38,0.36,2026-08-30,1904,N20,low,2.0NRT,312.75,4.81,D
17.95889,-77.37227,349.77,0.54,0.51,2026-08-30,1858,N20,nominal,2.0NRT,296.47,12.5,D
36.5037,-85.41408,331.71,0.49,0.4,2026-08-30,1904,N20,nominal,2.0NRT,300.08,5.18,D
17.96356,-77.37284,345.65,0.54,0.51,2026-08-30,1858,N20,nominal,2.0NRT,297.4,14.47,D
35.93496,-89.71291,346.77,0.38,0.36,2026-08-30,1904,N20,nominal,2.0NRT,313.11,10.3,D
35.88657,-90.47634,344.21,0.39,0.36,2026-08-30,1904,N20,nominal,2.0NRT,310.98,4.72,D
17.96164,-77.3717,354.17,0.54,0.51,2026-08-30,1858,N20,nominal,2.0NRT,298.1,23.2,D
35.88589,-90.48058,349.03,0.39,0.36,2026-08-30,1904,N20,nominal,2.0NRT,314.4,5.75,D
17.98424,-77.50523,334.18,0.53,0.5,2026-08-30,1858,N20,nominal,2.0NRT,296.89,7.65,D
35.88917,-90.48138,342.59,0.39,0.36,2026-08-30,1904,N20,nominal,2.0NRT,308.52,5.75,D
18.76783,-71.42529,331.82,0.69,0.74,2026-08-30,1858,N20,nominal,2.0NRT,290.44,9.47,D
36.09674,-89.27386,335.07,0.38,0.36,2026-08-30,1904,N20,nominal,2.0NRT,304.13,1.87,D
18.76901,-71.42027,339.7,0.69,0.74,2026-08-30,1858,N20,nominal,2.0NRT,289.23,14,D
36.05332,-89.80587,332.1,0.38,0.36,2026-08-30,1904,N20,low,2.0NRT,306.18,1.81,D
18.44419,-77.59796,341.81,0.53,0.5,2026-08-30,1858,N20,nominal,2.0NRT,296.48,7.92,D
36.2449,-88.6105,337.52,0.39,0.36,2026-08-30,1904,N20,nominal,2.0NRT,301.49,2.83,D
18.44881,-77.59863,347.06,0.53,0.5,2026-08-30,1858,N20,nominal,2.0NRT,297.53,7.92,D
34.95988,-95.96061,337.66,0.41,0.45,2026-08-30,1904,N20,nominal,2.0NRT,306.49,2.5,D
18.47399,-77.58465,332.38,0.53,0.5,2026-08-30,1858,N20,nominal,2.0NRT,297.88,5.41,D
37.53017,-78.36239,327.73,0.39,0.59,2026-08-30,1904,N20,nominal,2.0NRT,296.09,2.31,D
18.47312,-77.58313,333.81,0.53,0.5,2026-08-30,1858,N20,nominal,2.0NRT,297.59,3.83,D
36.83419,-86.16314,333.32,0.46,0.39,2026-08-30,1904,N20,nominal,2.0NRT,300.1,4.05,D
36.83578,-86.16568,333.97,0.46,0.39,2026-08-30,1904,N20,nominal,2.0NRT,300.67,4.29,D
19.44495,-71.5902,330.29,0.68,0.74,2026-08-30,1858,N20,nominal,2.0NRT,294.3,6.24,D
37.63569,-83.17146,339.95,0.43,0.46,2026-08-30,1904,N20,nominal,2.0NRT,295.4,5.58,D
19.45113,-71.59882,330.94,0.68,0.74,2026-08-30,1858,N20,nominal,2.0NRT,294.46,6.24,D
37.26809,-86.98572,333.28,0.43,0.38,2026-08-30,1904,N20,nominal,2.0NRT,298.15,4.12,D
37.24618,-87.59499,332.82,0.41,0.37,2026-08-30,1904,N20,nominal,2.0NRT,296.24,2.5,D
38.00207,-86.1412,332.16,0.47,0.4,2026-08-30,1904,N20,low,2.0NRT,302.36,4.36,D
20.25458,-74.29592,346.02,0.46,0.64,2026-08-30,1858,N20,nominal,2.0NRT,293.49,5.75,D
20.16877,-75.58873,334.05,0.38,0.59,2026-08-30,1858,N20,nominal,2.0NRT,298.66,3.29,D
37.74185,-90.01345,334.95,0.38,0.36,2026-08-30,1904,N20,nominal,2.0NRT,303.15,2.4,D
17.7522,-92.62056,333.86,0.57,0.52,2026-08-30,1858,N20,nominal,2.0NRT,298,5.68,D
36.55844,-96.56824,337.13,0.41,0.45,2026-08-30,1904,N20,low,2.0NRT,307.18,2.79,D
17.84627,-92.28223,336.77,0.54,0.51,2026-08-30,1858,N20,nominal,2.0NRT,295.64,4.14,D
36.56245,-96.56957,354.33,0.41,0.45,2026-08-30,1904,N20,nominal,2.0NRT,311.91,8.21,D
17.84463,-92.28585,340.78,0.54,0.51,2026-08-30,1858,N20,nominal,2.0NRT,295.58,5.82,D
17.7382,-93.01762,333.46,0.61,0.53,2026-08-30,1858,N20,nominal,2.0NRT,293.65,8,D
36.56149,-96.57406,334.04,0.41,0.45,2026-08-30,1904,N20,low,2.0NRT,307.52,4.61,D
20.4177,-74.93492,367,0.42,0.61,2026-08-30,1858,N20,high,2.0NRT,294.98,12.07,D
36.56646,-96.57086,331.35,0.41,0.45,2026-08-30,1904,N20,nominal,2.0NRT,305.66,8.21,D
17.87707,-92.48803,344,0.56,0.51,2026-08-30,1858,N20,nominal,2.0NRT,296.41,13.35,D
37.08174,-94.21148,330.88,0.47,0.4,2026-08-30,1904,N20,low,2.0NRT,302.66,3.98,D
20.423,-74.93919,356.41,0.42,0.61,2026-08-30,1858,N20,low,2.0NRT,262.85,11.42,D
37.0853,-94.21255,333.94,0.47,0.4,2026-08-30,1904,N20,nominal,2.0NRT,303.69,3.25,D
20.41991,-75.20284,333.18,0.41,0.6,2026-08-30,1858,N20,nominal,2.0NRT,293.55,3.93,D
37.96693,-90.07863,335.1,0.38,0.36,2026-08-30,1904,N20,nominal,2.0NRT,306.61,2.16,D
18.03641,-91.9147,353.46,0.51,0.49,2026-08-30,1858,N20,nominal,2.0NRT,288.51,10.32,D
36.5191,-97.83733,335.27,0.48,0.48,2026-08-30,1904,N20,low,2.0NRT,310.24,3.74,D
17.84257,-93.11742,343.22,0.61,0.54,2026-08-30,1858,N20,nominal,2.0NRT,289.26,52.6,D
38.00755,-90.07947,336.4,0.38,0.36,2026-08-30,1904,N20,nominal,2.0NRT,308.02,3.41,D
20.36282,-76.59237,334.07,0.33,0.55,2026-08-30,1858,N20,nominal,2.0NRT,296.33,3.23,D
38.38581,-89.05533,334.28,0.39,0.36,2026-08-30,1904,N20,nominal,2.0NRT,297.52,2.72,D
20.36249,-76.59549,337.15,0.33,0.55,2026-08-30,1858,N20,nominal,2.0NRT,296.51,3.75,D
38.73146,-87.32139,340.48,0.43,0.38,2026-08-30,1904,N20,nominal,2.0NRT,302.25,4.61,D
17.89062,-93.18137,341.47,0.62,0.54,2026-08-30,1858,N20,nominal,2.0NRT,295.05,20.46,D
17.8884,-93.19273,335.66,0.62,0.54,2026-08-30,1858,N20,nominal,2.0NRT,293.12,6.02,D
35.96159,-101.81934,335.19,0.41,0.6,2026-08-30,1904,N20,low,2.0NRT,306.22,1.08,D
17.90144,-93.17782,341.6,0.62,0.54,2026-08-30,1858,N20,nominal,2.0NRT,294.25,70.75,D
34.68676,-106.42546,367,0.78,0.78,2026-08-30,1904,N20,high,2.0NRT,296.47,19.36,D
17.90033,-93.1835,285.2,0.62,0.54,2026-08-30,1858,N20,low,2.0NRT,302.89,181.31,D
38.7435,-88.11182,330.03,0.41,0.37,2026-08-30,1904,N20,nominal,2.0NRT,297.69,3.86,D
17.8926,-93.18382,342.11,0.62,0.54,2026-08-30,1858,N20,nominal,2.0NRT,294.91,12.62,D
38.69159,-90.12941,331.75,0.38,0.36,2026-08-30,1904,N20,nominal,2.0NRT,293.19,2.36,D
17.89031,-93.19511,340.26,0.62,0.54,2026-08-30,1858,N20,nominal,2.0NRT,293.82,19.51,D
38.69487,-90.1302,330.7,0.38,0.36,2026-08-30,1904,N20,nominal,2.0NRT,296.94,3.1,D
17.89861,-93.1792,345.85,0.62,0.54,2026-08-30,1858,N20,nominal,2.0NRT,295.45,273.37,D
38.69422,-90.13458,338.77,0.38,0.36,2026-08-30,1904,N20,nominal,2.0NRT,297.67,3.1,D
18.11303,-92.42052,335.25,0.55,0.51,2026-08-30,1858,N20,nominal,2.0NRT,295.11,11.09,D
39.154,-87.37269,329.11,0.44,0.38,2026-08-30,1904,N20,nominal,2.0NRT,280.87,2.69,D
18.11204,-92.42559,336.56,0.55,0.51,2026-08-30,1858,N20,nominal,2.0NRT,295.61,11.09,D
39.57684,-87.50623,326.82,0.44,0.38,2026-08-30,1904,N20,nominal,2.0NRT,297,1.55,D
18.00331,-93.08408,329.74,0.61,0.53,2026-08-30,1858,N20,nominal,2.0NRT,292.84,4.41,D
38.47591,-95.79189,336.59,0.52,0.42,2026-08-30,1904,N20,nominal,2.0NRT,303.61,45.83,D
18.5804,-90.09743,335.03,0.38,0.43,2026-08-30,1858,N20,nominal,2.0NRT,295.11,4.12,D
38.47844,-95.79896,343.06,0.52,0.42,2026-08-30,1904,N20,nominal,2.0NRT,304.97,5.06,D
18.00275,-93.18992,339.99,0.62,0.54,2026-08-30,1858,N20,nominal,2.0NRT,292.19,12.53,D
39.1153,-93.8299,332.87,0.43,0.38,2026-08-30,1904,N20,low,2.0NRT,302.88,7.86,D
18.00534,-93.19164,339.93,0.61,0.54,2026-08-30,1858,N20,nominal,2.0NRT,292.8,9.38,D
38.91018,-95.55488,338.13,0.5,0.41,2026-08-30,1904,N20,nominal,2.0NRT,306.83,10.89,D
18.15626,-92.46328,336.3,0.55,0.51,2026-08-30,1858,N20,nominal,2.0NRT,292.1,2.7,D
39.68106,-93.13981,339.31,0.41,0.37,2026-08-30,1904,N20,nominal,2.0NRT,298.4,3.16,D
18.09363,-92.80259,343.77,0.58,0.52,2026-08-30,1858,N20,nominal,2.0NRT,298.72,8.74,D
40.48385,-93.53505,332,0.41,0.37,2026-08-30,1904,N20,nominal,2.0NRT,294.62,3.76,D
18.00425,-93.44997,367,0.32,0.55,2026-08-30,1858,N20,high,2.0NRT,295.1,13.68,D
42.60536,-94.30593,330.39,0.41,0.37,2026-08-30,1906,N20,nominal,2.0NRT,294.31,2.07,D
20.70424,-75.43424,367,0.39,0.6,2026-08-30,1858,N20,high,2.0NRT,295.71,13.34,D
43.56763,-93.29755,330.61,0.39,0.36,2026-08-30,1906,N20,nominal,2.0NRT,283.17,3.86,D
17.91306,-94.67503,330.32,0.39,0.59,2026-08-30,1858,N20,nominal,2.0NRT,292.06,2.19,D
43.56685,-93.30228,338.55,0.39,0.36,2026-08-30,1906,N20,nominal,2.0NRT,283.87,5.59,D
17.91561,-94.67705,328.51,0.39,0.59,2026-08-30,1858,N20,nominal,2.0NRT,292.15,1.86,D
20.75896,-76.37517,344.17,0.34,0.56,2026-08-30,1858,N20,nominal,2.0NRT,297.08,3.07,D
43.87163,-94.22848,332.13,0.4,0.37,2026-08-30,1906,N20,nominal,2.0NRT,296.37,1.47,D
17.98071,-94.52593,352.02,0.38,0.58,2026-08-30,1858,N20,nominal,2.0NRT,292.07,13.21,D
17.98,-94.52937,350.2,0.38,0.58,2026-08-30,1858,N20,nominal,2.0NRT,293.7,13.21,D
18.34019,-92.83315,334.64,0.57,0.52,2026-08-30,1858,N20,nominal,2.0NRT,292.79,3.22,D
20.86447,-76.21802,335.65,0.35,0.57,2026-08-30,1858,N20,nominal,2.0NRT,295.25,4.77,D
20.86495,-76.21618,337.8,0.35,0.57,2026-08-30,1858,N20,nominal,2.0NRT,295.01,5.37,D
18.41869,-93.18838,346.05,0.6,0.53,2026-08-30,1858,N20,nominal,2.0NRT,294.55,16.95,D
18.43858,-93.16365,356.67,0.6,0.53,2026-08-30,1858,N20,nominal,2.0NRT,295.15,11.24,D
18.64416,-92.17107,342.99,0.51,0.5,2026-08-30,1858,N20,nominal,2.0NRT,294.18,6.18,D
18.43739,-93.1647,346.66,0.6,0.53,2026-08-30,1858,N20,nominal,2.0NRT,294.85,11.73,D
18.64194,-92.16785,338.82,0.51,0.5,2026-08-30,1858,N20,nominal,2.0NRT,293.34,3.96,D
18.641,-92.17263,331.81,0.51,0.5,2026-08-30,1858,N20,nominal,2.0NRT,293.38,2.04,D
19.33529,-90.07774,340.16,0.56,0.43,2026-08-30,1858,N20,nominal,2.0NRT,301.58,13.47,D
19.33918,-90.07854,340.11,0.56,0.43,2026-08-30,1858,N20,nominal,2.0NRT,296.85,13.47,D
19.36594,-92.00522,340.48,0.49,0.48,2026-08-30,1858,N20,nominal,2.0NRT,291.66,13.87,D
19.39048,-92.04364,332.62,0.49,0.48,2026-08-30,1858,N20,nominal,2.0NRT,290.91,5.06,D
19.39574,-92.04002,332.5,0.49,0.48,2026-08-30,1858,N20,nominal,2.0NRT,291.46,5.06,D
19.39486,-92.04459,339.88,0.49,0.48,2026-08-30,1858,N20,nominal,2.0NRT,291.64,5.06,D
19.43679,-92.03769,339.62,0.49,0.48,2026-08-30,1858,N20,nominal,2.0NRT,293.01,5.37,D
19.44117,-92.03862,338.96,0.49,0.48,2026-08-30,1858,N20,nominal,2.0NRT,292.96,5.37,D
19.44541,-92.08707,354.81,0.49,0.49,2026-08-30,1858,N20,nominal,2.0NRT,292.01,11.91,D
20.11467,-89.17625,335.23,0.49,0.4,2026-08-30,1858,N20,low,2.0NRT,299.94,7.11,D
19.60228,-92.29359,329.93,0.5,0.49,2026-08-30,1858,N20,nominal,2.0NRT,293.27,4.55,D
21.92504,-77.95683,334.23,0.56,0.51,2026-08-30,1858,N20,nominal,2.0NRT,298.53,3.45,D
21.94046,-78.16433,340.63,0.54,0.51,2026-08-30,1858,N20,nominal,2.0NRT,296.77,5.69,D
21.93863,-78.16162,341.63,0.54,0.51,2026-08-30,1858,N20,nominal,2.0NRT,297.25,11.61,D
21.96231,-78.33846,331.75,0.53,0.5,2026-08-30,1858,N20,nominal,2.0NRT,296.55,4.4,D
22.0114,-78.31824,335.96,0.53,0.5,2026-08-30,1900,N20,nominal,2.0NRT,297.77,6.81,D
22.02873,-78.24669,339.59,0.54,0.51,2026-08-30,1900,N20,nominal,2.0NRT,297.42,2.53,D
22.0328,-78.25245,331.95,0.54,0.51,2026-08-30,1900,N20,nominal,2.0NRT,296.43,2.53,D
22.03746,-78.25301,349.05,0.54,0.51,2026-08-30,1900,N20,nominal,2.0NRT,298.38,7.27,D
22.03585,-78.25494,344.81,0.54,0.51,2026-08-30,1900,N20,nominal,2.0NRT,298.07,8.76,D
22.06954,-78.24841,343.67,0.54,0.51,2026-08-30,1900,N20,nominal,2.0NRT,297.95,23.64,D
22.07476,-78.24371,353.88,0.54,0.51,2026-08-30,1900,N20,nominal,2.0NRT,301.6,70.01,D
22.0742,-78.24895,333.57,0.54,0.51,2026-08-30,1900,N20,nominal,2.0NRT,300,23.64,D
22.07102,-78.57915,341.69,0.51,0.5,2026-08-30,1900,N20,nominal,2.0NRT,296.48,5.79,D
22.07613,-78.57471,341.1,0.51,0.5,2026-08-30,1900,N20,nominal,2.0NRT,296.39,11.24,D
22.07557,-78.5797,330.83,0.51,0.5,2026-08-30,1900,N20,nominal,2.0NRT,297.78,5.79,D
22.29061,-80.82375,336.17,0.57,0.43,2026-08-30,1900,N20,nominal,2.0NRT,296.53,2.22,D
22.29371,-80.82202,332.41,0.57,0.43,2026-08-30,1900,N20,nominal,2.0NRT,298.83,8.1,D
22.63182,-79.90948,334.08,0.43,0.46,2026-08-30,1900,N20,nominal,2.0NRT,298.79,4.83,D
22.09603,-84.20429,347.24,0.4,0.37,2026-08-30,1900,N20,nominal,2.0NRT,300.45,6.2,D
22.72925,-80.91355,335.1,0.57,0.43,2026-08-30,1900,N20,nominal,2.0NRT,300.15,8.92,D
22.52792,-83.09174,335.43,0.44,0.38,2026-08-30,1900,N20,nominal,2.0NRT,303.32,8.59,D
22.54025,-83.02817,333.34,0.44,0.39,2026-08-30,1900,N20,nominal,2.0NRT,298.89,2.9,D
22.53966,-83.03245,340.3,0.44,0.39,2026-08-30,1900,N20,nominal,2.0NRT,301.28,4.27,D
